time,profileName,temperature,humidity,pressure
1768708698.4966547,denver,31.111990786610825,37.483258996647876,1.3481959720663381
1768708698.4966834,denver,40.51866395326442,22.50089026389286,1.3006596830846664
1768708698.4966938,boston,37.68765678165221,,0.919670354687257
1768708698.4967022,boston,44.32828361043296,100.0,1.026264174635861
1768708698.4967093,losang,67.75873787878271,86.71424042900793,0.996423124452874
1768708698.4967163,boston,55.88467885902391,60.51381938116906,1.0936124837756627
1768708698.4967232,denver,69.05998219041754,41.61517066694086,
1768708698.4967296,denver,34.02835171306374,38.63135893990154,
1768708698.4967358,denver,42.93917561315984,51.89576419869708,1.2767251116971967
1768708698.4967425,losang,76.27039774451471,67.03630236498194,1.0762108142968876
1768708698.4967494,boston,69.15739442466403,95.66796195290215,0.9839774872519397
1768708698.4967563,denver,76.09809589879904,,1.3621802305099067
1768708698.4967623,losang,,,1.0742127680137437
1768708698.4967682,losang,88.58668290089612,56.76091325480552,1.6987045000973477
1768708698.496775,losang,59.72840758927218,43.806760098018515,1.217241595559176
1768708698.4967813,losang,65.58161508633663,76.2735855537816,1.3335637623112262
1768708698.496788,denver,58.040325877183236,17.186001164480274,1.8341951430198435
1768708698.4967947,losang,75.1113060192065,,1.3300803544809994
1768708698.4968004,denver,20.59844314626994,31.521571560825745,1.7802023941404779
1768708698.4968069,denver,28.58554198341461,42.198609009864995,1.0141772555350022
1768708698.496814,denver,60.8231766087217,30.548701437854955,1.1125364995860787
1768708698.4968207,boston,64.50151617431635,66.35098230450363,1.0348271892182548
1768708698.4968271,losang,82.77995435449482,80.67339974630659,1.174629545776356
1768708698.4968336,denver,54.7925054933788,25.540311329274417,1.2995620441919933
1768708698.49684,denver,74.84988275520875,0.0,1.2961402579781476
1768708698.4968462,losang,50.47995724476323,100.0,1.367580987438678
1768708698.4968529,boston,35.44966737080639,56.29575245641479,1.118465789324659
1768708698.4968607,losang,48.494427372683816,41.0592066021631,1.2787420986495246
1768708698.4968674,denver,52.78399805322085,52.37025164882617,1.976411280144555
1768708698.4968736,losang,49.24721842865631,99.37231409112744,1.0112606413071161
1768708698.49688,denver,49.899704972477956,14.67479808630754,1.513411135911896
1768708698.4968865,losang,54.73931621377504,55.73922298263499,1.3394854302177874
1768708698.496893,boston,30.354766502791595,82.53759653239092,1.025252903220095
1768708698.4968994,denver,86.01678095777044,27.981381237938223,0.9659253099413999
1768708698.496906,boston,41.39450927667371,93.31489096456153,1.0750573277028135
1768708698.4969125,denver,38.55094460440192,18.62786065960166,1.421552915053603
1768708698.4969184,losang,96.24106134924443,71.02100134993881,1.05244421746534
1768708698.4969249,losang,76.30632023076981,22.13836767378956,1.1798937636014974
1768708698.4969313,boston,35.651543949382244,86.65510573624198,1.196873931369601
1768708698.4969375,denver,,15.427398981823227,1.5226171450615202
1768708698.496944,boston,58.58323834076866,45.81868010682884,1.1273584906951801
1768708698.49695,boston,61.469112058163205,88.37706621036875,0.9397219937520026
1768708698.4969563,boston,58.8323503131592,91.63408917368737,1.0942126876187162
1768708698.4969625,boston,70.20767782362715,,1.2369547815664679
1768708698.4969685,losang,60.09133065513055,76.90180238333737,1.0058986294807946
1768708698.496975,boston,41.32490830783623,75.57574916621525,
1768708698.496981,boston,42.32885393537272,97.1803101300452,1.068027120071632
1768708698.4969873,losang,66.55961717277107,49.23893878703035,1.5683380373103988
1768708698.4969938,boston,,76.45569293672358,1.1229502058455356
1768708698.497001,denver,74.99377573462515,52.20412034705489,0.6930495757625675
1768708698.4970078,losang,55.95192401740198,,1.2783704105836193
1768708698.497014,denver,31.383793202091795,,1.467166990256571
1768708698.4970202,losang,65.19223723860564,66.97299349895464,1.554711406031336
1768708698.4970264,boston,51.15988004594402,89.84029394252875,0.9814580602193714
1768708698.4970329,losang,57.38086828345398,76.74146863236606,1.2728605868879135
1768708698.4970396,losang,48.67850708197251,71.07821577848789,0.9469758927240461
1768708698.4970458,denver,19.68879863978078,38.07920885496627,
1768708698.497052,boston,55.95313650033611,31.427971764689808,0.9358055391261043
1768708698.4970586,boston,5.042316896782346,60.33041662031113,1.0130683396267828
1768708698.497065,denver,30.613308950355716,30.945763148975114,1.3498422320946384
1768708698.4970713,boston,25.807358920179286,67.46308081573385,0.8588534756428908
1768708698.4970777,denver,50.371774549975974,27.4057799400339,
1768708698.4970837,losang,64.82267337978693,65.7051406722452,1.2153157252828206
1768708698.49709,denver,60.58114465273041,37.29363306015972,1.7686454341718578
1768708698.4970973,denver,71.14530934641279,26.77445482460567,2.0461483723912917
1768708698.4971037,boston,35.831773682898344,100.0,0.920775594850602
1768708698.4971097,boston,87.70277424498371,53.62535989402849,0.9657907994385029
1768708698.4971163,losang,73.24340218023522,41.068840033239326,1.1280664377479432
1768708698.4971228,losang,73.49675845668008,42.018411089021114,1.4239744227900764
1768708698.4971416,denver,,27.543580109549662,0.9837439041355766
1768708698.4971476,boston,55.042172731550316,,1.0594868936393065
1768708698.4971538,losang,70.86299809654523,66.63220647498206,1.0952615814351736
1768708698.4971602,losang,70.21043180019197,71.53437592863001,1.2755778449236437
1768708698.4971666,boston,44.67611756160978,65.56580784435117,0.8970054438147496
1768708698.497173,denver,73.92378737923697,30.304421232195416,1.2521210920519361
1768708698.4971795,losang,70.14304261354928,54.89902703927669,1.5056434821690634
1768708698.4971867,denver,58.052413033708405,27.442997910521996,0.8011645154266952
1768708698.4971929,losang,49.645715752928304,79.02604852794954,1.1303747178482402
1768708698.4971993,boston,61.219758423823436,100.0,0.9644383402229547
1768708698.4972053,losang,42.45225274741337,71.58223004326841,0.9176144989750576
1768708698.497212,boston,,44.5222855891799,0.9097705566953382
1768708698.497218,losang,73.84383469575782,48.39649879575841,1.421994768684851
1768708698.4972243,losang,61.28554934215925,,
1768708698.49723,boston,,51.02388098148178,0.9960173632169629
1768708698.4972363,boston,54.999867478440116,100.0,1.0105583685639168
1768708698.4972425,denver,60.465992833705194,31.76105371085664,
1768708698.4972482,denver,57.34821851979426,,1.857128167431887
1768708698.4972541,losang,76.40107125583961,,1.1596490505332626
1768708698.4972603,boston,57.142098614152516,74.42210824117431,1.1313870603014058
1768708698.4972668,denver,32.557486195558084,25.654062544623923,1.685565169362328
1768708698.4972732,boston,40.978435681352536,83.15693994157613,0.935310456206552
1768708698.4972794,boston,63.54253931743529,100.0,1.1033385786074503
1768708698.4972856,denver,62.21185496811748,42.884419363578964,0.9487290601822205
1768708698.4972925,denver,30.734143888113184,51.42464244258366,1.3579370585532973
1768708698.4972992,denver,95.86969577226992,21.55559224653314,1.597628439441738
1768708698.4973054,denver,38.27819043453171,37.171564873673134,1.0902141115919943
1768708698.497312,losang,80.96022413953008,82.68767934001951,1.2416804693540207
1768708698.4973185,losang,61.85026922091052,50.61810782905611,1.3426112355920607
1768708698.4973247,losang,88.53088172330115,100.0,1.2303511875095419
1768708698.497331,boston,0.0,64.29080867236188,1.094143807968082
